SMILES,IC50_log
OCCNCC1=NC=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,5.4510384535657
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,2.1972245773362196
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5OCCOC5=C4,2.5649493574615367
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5N=COC5=C4,6.023447592961033
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5OC=NC5=C4,4.290459441148391
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5SC=NC5=C4,6.1463292576688975
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5N=CC=NC5=C4,6.90975328164481
OCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC5=C4C=C[NH]5,4.955827057601261
C[N]1N=CC2=C1C=CC=C2C3=CC=CC4=C3CCN4C(=O)C5=NC=C(CNCCO)S5,3.5553480614894135
COCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,2.995732273553991
OC1CN(C1)CC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=CC=C5,3.295836866004329
OC1CCC(CC1)NCC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=CC=C5,2.5649493574615367
OC(=O)C1CCCN1CC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=CC=C5,2.0794415416798357
OC(=O)C1CCCCN1CC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=CC=C5,4.330733340286331
O=C(N1CCC2=C1C=CC=C2C3=CC=CC=C3)C4=NC=C(CNC5CCOCC5)S4,2.70805020110221
N[S](=O)(=O)CCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,4.442651256490317
C[S](=O)(=O)NCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=CC=C4,3.258096538021482
COCCNCC1=CN=C(S1)C(=O)N2CCC3=C2C=CC=C3C4=CC=C5OCCOC5=C4,2.70805020110221
OC1CN(C1)CC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=C6OCCOC6=C5,4.418840607796598
OC1CCC(CC1)NCC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=C6OCCOC6=C5,2.995732273553991
OC(=O)C1CCCN1CC2=CN=C(S2)C(=O)N3CCC4=C3C=CC=C4C5=CC=C6OCCOC6=C5,2.0794415416798357
